Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp6(3)	880	Shared (Strict)	yes	Sp6(3)
Root	Sp6(4)	247	Shared (Strict)	yes	Sp6(4)
Root	Sp6(6)	478	Shared (Strict)	yes	Sp6(6)
Root	Sp6(8)	911	Shared (Strict)	yes	Sp6(8)
Root	Sp6(9)	198	Shared (Strict)	yes	Sp6(9)
Root	Sp3(9)	713	Shared (Strict)	yes	Sp3(9)
Root	Sp7(7)	787	Shared (Strict)	yes	Sp7(7)
Root	Sp3(8)	564	Shared (Strict)	yes	Sp3(8)
Root	Sp6(5)	573	Shared (Strict)	yes	Sp6(5)
Root	Sp6(2)	812	Shared (Strict)	yes	Sp6(2)
Root	Sp12(2)	392	Nested (Strict)	yes	Sp12(2)
Root	Sp9(8)	815	Nested (Strict)	yes	Sp9(8)
Root	Sp13(1)	139	Outgroup-Arbitrated-Nested	yes	Sp13(1)
Anc1	Sp6(3)	880	Shared (Strict)	yes	Sp6(3)
Anc1	Sp6(4)	247	Shared (Strict)	yes	Sp6(4)
Anc1	Sp6(6)	478	Shared (Strict)	yes	Sp6(6)
Anc1	Sp6(8)	911	Shared (Strict)	yes	Sp6(8)
Anc1	Sp6(9)	198	Shared (Strict)	yes	Sp6(9)
Anc1	Sp3(9)	713	Shared (Strict)	yes	Sp3(9)
Anc1	Sp7(7)	787	Shared (Strict)	yes	Sp7(7)
Anc1	Sp3(8)	564	Shared (Strict)	yes	Sp3(8)
Anc1	Sp12(2)	392	Shared (Strict)	yes	Sp12(2)
Anc1	Sp6(5)	573	Shared (Strict)	yes	Sp6(5)
Anc3	Sp10(1)	954	Shared (Strict)	no	
Anc3	Sp6(2)	812	Shared (Strict)	yes	Sp6(2)
Anc3	Sp6(3)	880	Shared (Strict)	yes	Sp6(3)
Anc3	Sp6(4)	247	Shared (Strict)	yes	Sp6(4)
Anc3	Sp6(6)	478	Shared (Strict)	yes	Sp6(6)
Anc3	Sp6(8)	911	Shared (Strict)	yes	Sp6(8)
Anc3	Sp6(9)	198	Shared (Strict)	yes	Sp6(9)
