Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Root	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Root	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Root	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Root	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Root	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Root	Sp6(2)	452	Shared (Strict)	yes	Sp6(2)
Root	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Root	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Root	Sp8(4)	213	Fusion-Outgroup-Validated	yes	Sp8(4)
Root	Sp4(6)	667	Fusion-Outgroup-Rejected-RCT	yes	Sp4(6)
Root	Sp5(11)	145	Fusion-Outgroup-Rejected-RCT	yes	Sp5(11)
Root	Sp9(1)	168	Fusion-Outgroup-Validated	yes	Sp9(1)
Anc1	Sp4(3)	318	Shared (Strict)	no	
Anc1	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Anc1	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Anc1	Sp4(6)	667	Shared (Strict)	yes	Sp4(6)
Anc1	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Anc1	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc1	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Anc1	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Anc1	Sp5(1)	63	Shared (Strict)	no	
Anc1	Sp6(2)	452	Shared (Strict)	yes	Sp6(2)
Anc1	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc1	Sp5(11)	145	Shared (Strict)	yes	Sp5(11)
Anc3	Sp4(3)	318	Shared (Strict)	no	
Anc3	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Anc3	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Anc3	Sp4(6)	667	Shared (Strict)	yes	Sp4(6)
Anc3	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Anc3	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc3	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Anc3	Sp4(2)	523	Nested (Strict)	yes	Sp4(2)
Anc3	Sp5(1)	63	Nested (Strict)	no	
Anc4	Sp5(1)	63	Shared (Strict)	no	
Anc4	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Anc4	Sp4(3)	318	Shared (Strict)	no	
Anc4	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Anc4	Sp4(6)	667	Shared (Strict)	yes	Sp4(6)
Anc4	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc4	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Anc4	Sp5(11)	145	Shared (Strict)	yes	Sp5(11)
Anc4	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Anc4	Sp6(2)	452	Shared (Strict)	yes	Sp6(2)
Anc4	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc7	Sp5(1)	63	Shared (Strict)	no	
Anc7	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Anc7	Sp4(3)	318	Shared (Strict)	no	
Anc7	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Anc7	Sp3(6)	1278	Shared (Strict)	no	
Anc7	Sp4(6)	667	Shared (Strict)	yes	Sp4(6)
Anc7	Sp3(8)	215	Shared (Strict)	no	
Anc7	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc7	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Anc7	Sp5(11)	145	Shared (Strict)	yes	Sp5(11)
Anc7	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Anc2	Sp6(2)	452	Shared (Strict)	yes	Sp6(2)
Anc2	Sp8(4)	213	Shared (Strict)	yes	Sp8(4)
Anc2	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Anc2	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Anc2	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc2	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc2	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Anc2	Sp9(9)	205	Shared (Strict)	no	
Anc5	Sp6(2)	452	Shared (Strict)	yes	Sp6(2)
Anc5	Sp8(4)	213	Shared (Strict)	yes	Sp8(4)
Anc5	Sp12(4)	684	Shared (Strict)	no	
Anc5	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Anc5	Sp12(6)	607	Shared (Strict)	no	
Anc5	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Anc5	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc5	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc5	Sp4(10)	796	Shared (Strict)	yes	Sp4(10)
Anc5	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Anc5	Sp13(3)	270	Nested (Strict)	no	
Anc6	Sp9(1)	168	Shared (Strict)	yes	Sp9(1)
Anc6	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Anc6	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
Anc6	Sp9(5)	623	Shared (Strict)	yes	Sp9(5)
Anc6	Sp9(7)	150	Shared (Strict)	yes	Sp9(7)
Anc6	Sp9(9)	205	Shared (Strict)	no	
Anc6	Sp6(4)	431	Shared (Strict)	yes	Sp6(4)
Anc6	Sp8(4)	213	Shared (Strict)	yes	Sp8(4)
Anc6	Sp9(6)	927	Shared (Strict)	yes	Sp9(6)
Anc6	Sp6(12)	876	Shared (Strict)	yes	Sp6(12)
Anc8	Sp9(1)	168	Shared (Strict)	yes	Sp9(1)
Anc8	Sp4(2)	523	Shared (Strict)	yes	Sp4(2)
Anc8	Sp9(4)	870	Shared (Strict)	yes	Sp9(4)
