Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp3(1)	143	Shared (Strict)	yes	Sp3(1)
Root	Sp1(3)	703	Shared (Strict)	yes	Sp1(3)
Root	Sp1(4)	719	Shared (Strict)	yes	Sp1(4)
Root	Sp1(5)	119	Shared (Strict)	yes	Sp1(5)
Root	Sp4(7)	626	Shared (Strict)	yes	Sp4(7)
Root	Sp7(9)	547	Shared (Strict)	yes	Sp7(9)
Root	Sp6(14)	120	Shared (Strict)	yes	Sp6(14)
Root	Sp2(13)	986	Shared (Strict)	yes	Sp2(13)
Root	Sp6(16)	853	Shared (Strict)	yes	Sp6(16)
Root	Sp1(14)	269	Shared (Strict)	yes	Sp1(14)
Root	Sp6(9)	588	Shared (Strict)	yes	Sp6(9)
Root	Sp1(6)	428	Shared (Strict)	yes	Sp1(6)
Root	Sp4(6)	330	Shared (Strict)	yes	Sp4(6)
Root	Sp1(10)	751	Shared (Strict)	yes	Sp1(10)
Root	Sp1(2)	476	Shared (Strict)	yes	Sp1(2)
Root	Sp1(11)	953	Shared (Strict)	yes	Sp1(11)
Root	Sp6(13)	487	Nested (Strict)	yes	Sp6(13)
Root	Sp7(8)	397	Fusion-Outgroup-Rejected-RCT	yes	Sp7(8)
Anc1	Sp3(1)	143	Shared (Strict)	yes	Sp3(1)
Anc1	Sp1(3)	703	Shared (Strict)	yes	Sp1(3)
Anc1	Sp1(4)	719	Shared (Strict)	yes	Sp1(4)
Anc1	Sp1(5)	119	Shared (Strict)	yes	Sp1(5)
Anc1	Sp4(7)	626	Shared (Strict)	yes	Sp4(7)
Anc1	Sp7(9)	547	Shared (Strict)	yes	Sp7(9)
Anc1	Sp6(13)	487	Shared (Strict)	yes	Sp6(13)
Anc1	Sp6(14)	120	Shared (Strict)	yes	Sp6(14)
Anc1	Sp2(13)	986	Shared (Strict)	yes	Sp2(13)
Anc1	Sp6(16)	853	Shared (Strict)	yes	Sp6(16)
Anc1	Sp1(14)	269	Shared (Strict)	yes	Sp1(14)
Anc1	Sp6(9)	588	Nested (Strict)	yes	Sp6(9)
Anc1	Sp1(6)	428	Nested (Strict)	yes	Sp1(6)
Anc1	Sp7(8)	397	Nested (Strict)	yes	Sp7(8)
Anc2	Sp1(2)	476	Shared (Strict)	yes	Sp1(2)
Anc2	Sp1(4)	719	Shared (Strict)	yes	Sp1(4)
Anc2	Sp2(13)	986	Shared (Strict)	yes	Sp2(13)
Anc2	Sp4(7)	626	Shared (Strict)	yes	Sp4(7)
Anc2	Sp1(5)	119	Shared (Strict)	yes	Sp1(5)
Anc2	Sp1(11)	953	Shared (Strict)	yes	Sp1(11)
Anc2	Sp1(3)	703	Shared (Strict)	yes	Sp1(3)
Anc2	Sp4(6)	330	Shared (Strict)	yes	Sp4(6)
Anc2	Sp7(9)	547	Shared (Strict)	yes	Sp7(9)
Anc2	Sp1(10)	751	Shared (Strict)	yes	Sp1(10)
Anc2	Sp1(6)	428	Shared (Strict)	yes	Sp1(6)
Anc2	Sp1(14)	269	Shared (Strict)	yes	Sp1(14)
Anc2	Sp3(1)	143	Shared (Strict)	yes	Sp3(1)
Anc2	Sp2(8)	884	Nested (Strict)	no	
Anc3	Sp1(2)	476	Shared (Strict)	yes	Sp1(2)
Anc3	Sp1(4)	719	Shared (Strict)	yes	Sp1(4)
Anc3	Sp2(13)	986	Shared (Strict)	yes	Sp2(13)
Anc3	Sp2(8)	884	Shared (Strict)	no	
Anc3	Sp1(7)	354	Shared (Strict)	no	
Anc3	Sp4(7)	626	Shared (Strict)	yes	Sp4(7)
Anc3	Sp1(5)	119	Shared (Strict)	yes	Sp1(5)
Anc3	Sp1(11)	953	Shared (Strict)	yes	Sp1(11)
Anc3	Sp1(3)	703	Shared (Strict)	yes	Sp1(3)
Anc3	Sp4(6)	330	Shared (Strict)	yes	Sp4(6)
Anc3	Sp7(9)	547	Shared (Strict)	yes	Sp7(9)
Anc3	Sp4(13)	354	Shared (Strict)	no	
Anc3	Sp6(16)	853	Shared (Strict)	yes	Sp6(16)
Anc3	Sp1(10)	751	Nested (Strict)	yes	Sp1(10)
Anc3	Sp1(6)	428	Nested (Strict)	yes	Sp1(6)
Anc4	Sp1(2)	476	Shared (Strict)	yes	Sp1(2)
Anc4	Sp1(4)	719	Shared (Strict)	yes	Sp1(4)
Anc4	Sp2(13)	986	Shared (Strict)	yes	Sp2(13)
Anc4	Sp1(14)	269	Shared (Strict)	yes	Sp1(14)
Anc4	Sp2(8)	884	Shared (Strict)	no	
Anc4	Sp1(6)	428	Shared (Strict)	yes	Sp1(6)
Anc4	Sp3(1)	143	Shared (Strict)	yes	Sp3(1)
Anc4	Sp1(10)	751	Shared (Strict)	yes	Sp1(10)
Anc4	Sp1(7)	354	Nested (Strict)	no	
