Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Root	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Root	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Root	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Root	Sp5(8)	854	Shared (Strict)	yes	Sp5(8)
Root	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Root	Sp12(5)	350	Shared (Strict)	yes	Sp12(5)
Root	Sp10(4)	859	Shared (Strict)	yes	Sp10(4)
Root	Sp4(7)	328	Nested (Strict)	yes	Sp4(7)
Root	Sp5(1)	214	Nested (Strict)	yes	Sp5(1)
Anc1	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc1	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc1	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc1	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc1	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc1	Sp5(8)	854	Shared (Strict)	yes	Sp5(8)
Anc1	Sp5(1)	214	Shared (Strict)	yes	Sp5(1)
Anc1	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc3	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc3	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc3	Sp12(5)	350	Shared (Strict)	yes	Sp12(5)
Anc3	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc3	Sp4(7)	328	Nested (Strict)	yes	Sp4(7)
Anc3	Sp10(4)	859	Nested (Strict)	yes	Sp10(4)
Anc7	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc7	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc7	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc7	Sp12(5)	350	Shared (Strict)	yes	Sp12(5)
Anc7	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc7	Sp5(8)	854	Shared (Strict)	yes	Sp5(8)
Anc7	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc8	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc8	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc8	Sp10(4)	859	Shared (Strict)	yes	Sp10(4)
Anc8	Sp12(5)	350	Shared (Strict)	yes	Sp12(5)
Anc8	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc8	Sp10(8)	1182	Shared (Strict)	no	
Anc8	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc8	Sp10(2)	447	Nested (Strict)	no	
Anc4	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc4	Sp4(4)	556	Shared (Strict)	no	
Anc4	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc4	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc4	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc4	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc4	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc4	Sp5(8)	854	Shared (Strict)	yes	Sp5(8)
Anc4	Sp4(6)	653	Shared (Strict)	no	
Anc4	Sp5(1)	214	Shared (Strict)	yes	Sp5(1)
Anc9	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc9	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc9	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc9	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc9	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc9	Sp4(6)	653	Shared (Strict)	no	
Anc9	Sp4(4)	556	Nested (Strict)	no	
Anc12	Sp8(2)	770	Shared (Strict)	no	
Anc12	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc12	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc12	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc12	Sp8(8)	155	Shared (Strict)	no	
Anc12	Sp4(1)	754	Nested (Strict)	yes	Sp4(1)
Anc13	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
Anc13	Sp5(1)	214	Shared (Strict)	yes	Sp5(1)
Anc13	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc13	Sp4(4)	556	Shared (Strict)	no	
Anc13	Sp5(8)	854	Shared (Strict)	yes	Sp5(8)
Anc13	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc13	Sp4(6)	653	Nested (Strict)	no	
Anc13	Sp4(7)	328	Nested (Strict)	yes	Sp4(7)
Anc10	Sp4(3)	125	Shared (Strict)	yes	Sp4(3)
Anc10	Sp4(4)	556	Shared (Strict)	no	
Anc10	Sp4(5)	381	Shared (Strict)	yes	Sp4(5)
Anc10	Sp4(7)	328	Shared (Strict)	yes	Sp4(7)
Anc10	Sp4(8)	242	Shared (Strict)	yes	Sp4(8)
Anc10	Sp4(9)	204	Shared (Strict)	yes	Sp4(9)
Anc10	Sp4(1)	754	Shared (Strict)	yes	Sp4(1)
