Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp7(2)	390	Shared (Strict)	yes	Sp7(2)
Root	Sp8(9)	335	Shared (Strict)	yes	Sp8(9)
Root	Sp7(4)	595	Shared (Strict)	yes	Sp7(4)
Root	Sp9(8)	440	Shared (Strict)	yes	Sp9(8)
Root	Sp3(40)	980	Shared (Strict)	yes	Sp3(40)
Root	Sp7(7)	781	Shared (Strict)	yes	Sp7(7)
Root	Sp3(52)	978	Shared (Strict)	yes	Sp3(52)
Root	Sp3(1)	415	Shared (Strict)	yes	Sp3(1)
Root	Sp4(7)	257	Shared (Strict)	yes	Sp4(7)
Root	Sp7(6)	142	Shared (Strict)	yes	Sp7(6)
Root	Sp1(9)	911	Nested (Strict)	yes	Sp1(9)
Root	Sp4(9)	371	Nested (Strict)	yes	Sp4(9)
Root	Sp5(6)	927	Nested (Strict)	yes	Sp5(6)
Root	Sp5(8)	578	Nested (Strict)	yes	Sp5(8)
Root	Sp4(6)	691	Outgroup-Arbitrated-Nested	yes	Sp4(6)
Root	Sp3(44)	194	Fusion-Outgroup-Rejected-RCT	yes	Sp3(44)
Anc1	Sp7(2)	390	Shared (Strict)	yes	Sp7(2)
Anc1	Sp4(9)	371	Shared (Strict)	yes	Sp4(9)
Anc1	Sp8(9)	335	Shared (Strict)	yes	Sp8(9)
Anc1	Sp7(4)	595	Shared (Strict)	yes	Sp7(4)
Anc1	Sp9(8)	440	Shared (Strict)	yes	Sp9(8)
Anc1	Sp1(9)	911	Shared (Strict)	yes	Sp1(9)
Anc1	Sp3(40)	980	Shared (Strict)	yes	Sp3(40)
Anc1	Sp3(44)	194	Shared (Strict)	yes	Sp3(44)
Anc1	Sp7(7)	781	Shared (Strict)	yes	Sp7(7)
Anc1	Sp3(52)	978	Shared (Strict)	yes	Sp3(52)
Anc1	Sp4(6)	691	Shared (Strict)	yes	Sp4(6)
Anc1	Sp3(23)	1505	Nested (Strict)	no	
Anc4	Sp1(1)	547	Shared (Strict)	no	
Anc4	Sp7(2)	390	Shared (Strict)	yes	Sp7(2)
Anc4	Sp4(6)	691	Shared (Strict)	yes	Sp4(6)
Anc4	Sp1(4)	267	Shared (Strict)	no	
Anc4	Sp3(40)	980	Shared (Strict)	yes	Sp3(40)
Anc4	Sp3(44)	194	Shared (Strict)	yes	Sp3(44)
Anc4	Sp3(52)	978	Shared (Strict)	yes	Sp3(52)
Anc4	Sp1(9)	911	Shared (Strict)	yes	Sp1(9)
Anc4	Sp7(7)	781	Shared (Strict)	yes	Sp7(7)
Anc4	Sp8(9)	335	Nested (Strict)	yes	Sp8(9)
Anc4	Sp7(4)	595	Nested (Strict)	yes	Sp7(4)
Anc7	Sp1(1)	547	Shared (Strict)	no	
Anc7	Sp7(2)	390	Shared (Strict)	yes	Sp7(2)
Anc7	Sp4(6)	691	Shared (Strict)	yes	Sp4(6)
Anc7	Sp1(4)	267	Shared (Strict)	no	
Anc7	Sp4(9)	371	Shared (Strict)	yes	Sp4(9)
Anc7	Sp8(9)	335	Shared (Strict)	yes	Sp8(9)
Anc7	Sp1(7)	2100	Shared (Strict)	no	
Anc7	Sp9(8)	440	Shared (Strict)	yes	Sp9(8)
