Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp20(3)	125	Shared (Strict)	yes	Sp20(3)
Root	Sp9(6)	242	Shared (Strict)	yes	Sp9(6)
Root	Sp7(9)	204	Shared (Strict)	yes	Sp7(9)
Root	Sp20(9)	858	Shared (Strict)	yes	Sp20(9)
Root	Sp9(4)	350	Shared (Strict)	yes	Sp9(4)
Root	Sp21(9)	792	Shared (Strict)	yes	Sp21(9)
Root	Sp9(2)	859	Shared (Strict)	yes	Sp9(2)
Root	Sp5(22)	658	Shared (Strict)	yes	Sp5(22)
Root	Sp9(7)	854	Shared (Strict)	yes	Sp9(7)
Root	Sp5(7)	381	Shared (Strict)	yes	Sp5(7)
Root	Sp8(2)	214	Shared (Strict)	yes	Sp8(2)
Root	Sp5(1)	754	Shared (Strict)	yes	Sp5(1)
Root	Sp7(6)	328	Shared (Strict)	yes	Sp7(6)
Anc1	Sp20(3)	125	Shared (Strict)	yes	Sp20(3)
Anc1	Sp9(6)	242	Shared (Strict)	yes	Sp9(6)
Anc1	Sp7(9)	204	Shared (Strict)	yes	Sp7(9)
Anc1	Sp20(9)	858	Shared (Strict)	yes	Sp20(9)
Anc1	Sp9(4)	350	Shared (Strict)	yes	Sp9(4)
Anc1	Sp21(9)	792	Shared (Strict)	yes	Sp21(9)
Anc1	Sp9(2)	859	Shared (Strict)	yes	Sp9(2)
Anc1	Sp5(22)	658	Shared (Strict)	yes	Sp5(22)
Anc1	Sp9(7)	854	Shared (Strict)	yes	Sp9(7)
Anc1	Sp5(7)	381	Nested (Strict)	yes	Sp5(7)
Anc3	Sp8(2)	214	Shared (Strict)	yes	Sp8(2)
Anc3	Sp20(3)	125	Shared (Strict)	yes	Sp20(3)
Anc3	Sp20(4)	709	Shared (Strict)	no	
Anc3	Sp9(6)	242	Shared (Strict)	yes	Sp9(6)
Anc3	Sp7(9)	204	Shared (Strict)	yes	Sp7(9)
Anc3	Sp20(9)	858	Shared (Strict)	yes	Sp20(9)
Anc3	Sp9(4)	350	Shared (Strict)	yes	Sp9(4)
Anc3	Sp21(9)	792	Shared (Strict)	yes	Sp21(9)
Anc3	Sp9(2)	859	Nested (Strict)	yes	Sp9(2)
Anc7	Sp20(1)	680	Shared (Strict)	no	
Anc7	Sp8(2)	214	Shared (Strict)	yes	Sp8(2)
Anc7	Sp20(3)	125	Shared (Strict)	yes	Sp20(3)
Anc7	Sp20(4)	709	Shared (Strict)	no	
Anc7	Sp9(6)	242	Shared (Strict)	yes	Sp9(6)
Anc7	Sp7(9)	204	Shared (Strict)	yes	Sp7(9)
Anc7	Sp20(9)	858	Shared (Strict)	yes	Sp20(9)
Anc7	Sp21(7)	928	Nested (Strict)	no	
