Node	ChrID	GenesCount	Provenance	InheritedFromRoot	RootChrID
Root	Sp7(1)	349	Shared (Strict)	yes	Sp7(1)
Root	Sp7(4)	614	Shared (Strict)	yes	Sp7(4)
Root	Sp7(7)	665	Shared (Strict)	yes	Sp7(7)
Root	Sp8(16)	988	Shared (Strict)	yes	Sp8(16)
Root	Sp7(2)	958	Shared (Strict)	yes	Sp7(2)
Root	Sp10(11)	351	Shared (Strict)	yes	Sp10(11)
Root	Sp10(19)	361	Shared (Strict)	yes	Sp10(19)
Root	Sp7(18)	506	Shared (Strict)	yes	Sp7(18)
Root	Sp11(15)	336	Shared (Strict)	yes	Sp11(15)
Root	Sp11(17)	952	Shared (Strict)	yes	Sp11(17)
Root	Sp7(8)	265	Shared (Strict)	yes	Sp7(8)
Root	Sp9(12)	940	Shared (Strict)	yes	Sp9(12)
Root	Sp11(18)	665	Shared (Strict)	yes	Sp11(18)
Anc2	Sp7(4)	614	Shared (Strict)	yes	Sp7(4)
Anc2	Sp7(7)	665	Shared (Strict)	yes	Sp7(7)
Anc2	Sp10(11)	351	Shared (Strict)	yes	Sp10(11)
Anc2	Sp9(12)	940	Shared (Strict)	yes	Sp9(12)
Anc2	Sp11(15)	336	Shared (Strict)	yes	Sp11(15)
Anc2	Sp11(17)	952	Shared (Strict)	yes	Sp11(17)
Anc2	Sp11(18)	665	Shared (Strict)	yes	Sp11(18)
Anc2	Sp10(19)	361	Shared (Strict)	yes	Sp10(19)
Anc2	Sp7(18)	506	Shared (Strict)	yes	Sp7(18)
Anc2	Sp7(2)	958	Shared (Strict)	yes	Sp7(2)
Anc2	Sp8(16)	988	Shared (Strict)	yes	Sp8(16)
Anc5	Sp3(1)	276	Shared (Strict)	no	
Anc5	Sp7(4)	614	Shared (Strict)	yes	Sp7(4)
Anc5	Sp7(7)	665	Shared (Strict)	yes	Sp7(7)
Anc5	Sp3(5)	338	Shared (Strict)	no	
Anc5	Sp10(11)	351	Shared (Strict)	yes	Sp10(11)
Anc5	Sp9(12)	940	Shared (Strict)	yes	Sp9(12)
Anc5	Sp11(15)	336	Shared (Strict)	yes	Sp11(15)
Anc5	Sp11(17)	952	Shared (Strict)	yes	Sp11(17)
Anc5	Sp11(18)	665	Shared (Strict)	yes	Sp11(18)
Anc5	Sp10(19)	361	Shared (Strict)	yes	Sp10(19)
Anc5	Sp7(18)	506	Shared (Strict)	yes	Sp7(18)
Anc5	Sp7(2)	958	Nested (Strict)	yes	Sp7(2)
Anc6	Sp7(1)	349	Shared (Strict)	yes	Sp7(1)
Anc6	Sp7(2)	958	Shared (Strict)	yes	Sp7(2)
Anc6	Sp7(4)	614	Shared (Strict)	yes	Sp7(4)
Anc6	Sp7(7)	665	Shared (Strict)	yes	Sp7(7)
Anc6	Sp7(8)	265	Shared (Strict)	yes	Sp7(8)
Anc6	Sp10(11)	351	Shared (Strict)	yes	Sp10(11)
Anc6	Sp9(12)	940	Shared (Strict)	yes	Sp9(12)
Anc6	Sp11(15)	336	Shared (Strict)	yes	Sp11(15)
Anc6	Sp11(17)	952	Shared (Strict)	yes	Sp11(17)
Anc6	Sp11(18)	665	Shared (Strict)	yes	Sp11(18)
Anc6	Sp10(19)	361	Shared (Strict)	yes	Sp10(19)
Anc6	Sp8(16)	988	Shared (Strict)	yes	Sp8(16)
Anc6	Sp7(18)	506	Shared (Strict)	yes	Sp7(18)
Anc1_preWGD	Sp7(1)	349	Shared (Strict)	yes	Sp7(1)
Anc1_preWGD	Sp7(4)	614	Shared (Strict)	yes	Sp7(4)
Anc1_preWGD	Sp7(7)	665	Shared (Strict)	yes	Sp7(7)
Anc1_preWGD	Sp8(16)	988	Shared (Strict)	yes	Sp8(16)
Anc1_preWGD	Sp7(2)	958	Shared (Strict)	yes	Sp7(2)
Anc1_preWGD	Sp10(11)	702	Shared (Strict)	yes	Sp10(11)
Anc1_preWGD	Sp10(19)	361	Shared (Strict)	yes	Sp10(19)
Anc1_preWGD	Sp7(18)	506	Shared (Strict)	yes	Sp7(18)
Anc1_preWGD	Sp11(15)	336	Shared (Strict)	yes	Sp11(15)
