Node	Type	Chromosomes	Position	Details
--------------------------------------------------------------------------------
Anc1      	Inversion      	Q              	158-483             	Inverted
Anc1      	RCT            	C, N           	C:18|N:69           	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Anc3      	Inversion      	J              	172-173             	Inverted
Anc3      	RCT            	H, I           	H:273|I:16          	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Anc3      	EEJ            	J, N           	End-End             	Fused; mode=HH
Anc7      	Inversion      	I              	54-750              	Inverted
Anc7      	RCT            	J, Q           	J:510|Q:715         	Swapped tails; pairing=AL-BR/BL-AR
Anc7      	EEJ            	D, E           	End-End             	Fused; mode=TT
Sp4       	RCT            	A, O           	A:378|O:110         	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Sp4       	EEJ            	H, O           	End-End             	Fused; mode=TT
Sp3       	Inversion      	F              	158-377             	Inverted
Sp3       	RCT            	K, M           	K:230|M:170         	Swapped tails; pairing=AL-BR/BL-AR
Sp3       	EEJ            	I, Q           	End-End             	Fused; mode=TT
Anc8      	Inversion      	A              	465-542             	Inverted
Anc8      	RCT            	D, A           	D:30|A:4            	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Anc8      	EEJ            	J, P           	End-End             	Fused; mode=TT
Sp1       	Inversion      	H              	44-247              	Inverted
Sp1       	RCT            	M, B           	M:204|B:126         	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Sp1       	NCF            	Q, F           	Q:38                	Inserted donor=F into recipient=Q; donor_orient=HT
Sp2_preWGD	PreWGD         	A, B, C, D, E, F, G, H, I, J, K, L, M, O, Q	Before WGD          	Split to Sp2
Sp2_preWGD	Inversion      	Q              	406-682             	Inverted
Sp2       	WGD            	A, B, C, D, E, F, G, H, I, J, K, L, M, O, Q	Doubled             	15->30
Sp2       	Inversion      	O_2            	24-63               	Inverted
Sp2       	RCT            	O_2, C_1       	O_2:217|C_1:28      	Swapped tails; pairing=AL-BR/BL-AR
Anc4_preWGD	PreWGD         	A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q	Before WGD          	Split to Anc4
Anc4_preWGD	Inversion      	E              	578-653             	Inverted
